Sewershed,Attribute,case_frac_tot,hosp_frac_tot,VA Health Region,Viral_Load
Northside,2022-06-26,41.964836045999995,0.0,Near Southwest,18664881280.117203
Northside,2022-07-03,85.92799761799999,0.0,Near Southwest,27904178077.917118
Northside,2022-07-10,75.936369988,0.0,Near Southwest,10712213013.256792
Northside,2022-07-17,67.943067884,0.0,Near Southwest,39049015866.8042
Northside,2022-07-24,73.938044462,0.0,Near Southwest,50083445307.38635
Onancock,2021-09-12,22.0,6.0,Eastern,1668230971.4459999
Onancock,2021-09-19,22.0,6.0,Eastern,113865186.3424
Onancock,2021-09-26,36.0,0.0,Eastern,660667917.9634
Onancock,2021-10-10,21.0,0.0,Eastern,473176472.5
Onancock,2021-10-17,14.0,8.999999999999998,Eastern,1978710445.6416
Onancock,2021-10-24,8.0,2.9999999999999987,Eastern,6046059695.016
Onancock,2021-10-31,6.0,2.9999999999999987,Eastern,3160440295.122
Onancock,2021-11-07,1.0,0.0,Eastern,747737120668.125
Onancock,2021-11-14,7.0,2.9999999999999987,Eastern,1274548146.326
Onancock,2021-12-05,14.0,0.0,Eastern,7253795323.424998
Onancock,2021-12-12,7.0,0.0,Eastern,824462685.684
Onancock,2021-12-19,12.0,2.9999999999999987,Eastern,123384588470.27278
Onancock,2021-12-26,9.0,15.0,Eastern,1920814553627.9998
Onancock,2022-01-02,65.0,48.0,Eastern,232175676464.19836
Onancock,2022-01-09,95.0,45.0,Eastern,82717606884.79039
Onancock,2022-01-16,216.0,48.0,Eastern,769929589331.9064
Onancock,2022-01-23,96.0,36.0,Eastern,12460629226.814999
Onancock,2022-01-30,73.0,8.9999998,Eastern,8611811799.5
Onancock,2022-02-06,9.0,8.9999998,Eastern,42841397820.149994
Onancock,2022-02-13,8.0,2.999999699999999,Eastern,2252320009.1
Onancock,2022-02-20,3.0,0.0,Eastern,440698869.6864285
Onancock,2022-02-27,3.0,2.999999699999999,Eastern,180617516.212098
Onancock,2022-03-06,6.0,0.0,Eastern,0.0
Onancock,2022-03-13,1.0,2.999999699999999,Eastern,17671479168.197697
Onancock,2022-03-20,0.0,0.0,Eastern,31977613323.08081
Onancock,2022-03-27,0.0,0.0,Eastern,120830344.0176
Onancock,2022-04-03,0.0,0.0,Eastern,10812098768.530947
Onancock,2022-04-10,0.0,0.0,Eastern,2003245213.5524921
Onancock,2022-04-17,2.0,0.0,Eastern,0.0
Onancock,2022-04-24,1.0,6.0,Eastern,18469216184.267834
Onancock,2022-05-01,3.0,0.0,Eastern,19084685339.22509
Onancock,2022-05-08,14.0,0.0,Eastern,696137226.342
Onancock,2022-05-15,15.0,1.9999994,Eastern,7112518327.514907
Onancock,2022-05-22,9.0,0.0,Eastern,40503603213.057594
Onancock,2022-05-29,9.0,3.9999995,Eastern,500582853.78720003
Onancock,2022-06-05,20.0,2.9999998,Eastern,4007539743.2504
Onancock,2022-06-19,15.0,1.9999994,Eastern,2898338383.4748
Onancock,2022-06-26,8.0,0.9999997,Eastern,0.0
Onancock,2022-07-03,10.0,0.9999997,Eastern,58875258925.87244
Onancock,2022-07-10,17.0,2.9999998,Eastern,6599580775.464145
Onancock,2022-07-17,23.0,3.9999995,Eastern,332812298357.3603
Onancock,2022-07-24,14.0,0.9999997,Eastern,25037890775.98358
Onancock,2022-07-31,15.0,0.0,Eastern,65015462758.209984
Onancock,2022-08-07,7.0,1.9999994,Eastern,23853429373.362732
Onancock,2022-08-14,13.0,1.9999994,Eastern,2509158494.9376993
Onancock,2022-08-21,22.0,0.0,Eastern,25346224678.782272
Onancock,2022-08-28,19.0,0.9999997,Eastern,31241576910.224667
Onancock,2022-09-04,3.0,0.9999997,Eastern,2477795128.08157
Onancock,2022-09-11,3.0,0.9999997,Eastern,67353828962.48116
Onancock,2022-09-18,10.0,0.0,Eastern,765549943.610682
Onancock,2022-09-25,15.0,0.0,Eastern,637592047.7525198
Onancock,2022-10-02,5.0,0.9999997,Eastern,385624629.793325
Onancock,2022-10-09,4.0,0.0,Eastern,1178595528.52656
Onancock,2022-10-16,3.0,0.0,Eastern,2575037719.58034
Onancock,2022-10-23,0.0,1.9999994,Eastern,271716857.56839997
Onancock,2022-10-30,1.0,0.9999997,Eastern,3050297304.1828737
Onancock,2022-11-06,4.0,1.9999994,Eastern,40573368.352163
Onancock,2022-11-13,1.0,0.0,Eastern,4735144056.7313
Onancock,2022-11-20,11.0,0.9999997,Eastern,3733665200.9674
Onancock,2022-11-27,0.0,0.0,Eastern,243730554981.91577
Onancock,2022-12-04,1.0,0.9999997,Eastern,20208231516.940998
Onancock,2022-12-11,7.0,0.0,Eastern,87653481012.968
Onancock,2022-12-18,4.0,3.9999995,Eastern,127115073925.34499
Onancock,2022-12-25,6.0,7.0,Eastern,3883264674.5129995
Onancock,2023-01-01,75.0,2.9999998,Eastern,392665495.704125
Onancock,2023-01-08,10.0,12.000000599999998,Eastern,140208271958.48047
Parkins Mill,2021-09-12,141.0,225.0,Northwest,153522106502.625
Parkins Mill,2021-09-19,151.0,264.0,Northwest,184538824275.0
Parkins Mill,2021-09-26,136.0,225.0,Northwest,183332224270.125
Parkins Mill,2021-10-03,112.0,180.0,Northwest,229845471516.875
Parkins Mill,2021-10-10,96.0,168.0,Northwest,77629332078.34999
Parkins Mill,2021-10-17,78.0,114.0,Northwest,73900701475.05
Parkins Mill,2021-10-24,61.0,144.0,Northwest,140094304566.02
Parkins Mill,2021-10-31,39.0,86.99999999999997,Northwest,1233476428513.0
Parkins Mill,2021-11-07,61.0,40.5000001,Northwest,543608790431.625
Parkins Mill,2021-11-14,38.0,108.0,Northwest,439202401774.5
Parkins Mill,2021-11-21,90.0,49.60000009999999,Northwest,847648332836.5
Parkins Mill,2021-11-28,75.0,150.0,Northwest,909435716615.5499
Parkins Mill,2021-12-05,150.0,153.0,Northwest,1396438405642.0
Parkins Mill,2021-12-12,150.0,192.0,Northwest,1579652335794.0
Parkins Mill,2021-12-19,138.0,225.0,Northwest,1736033563814.0588
Parkins Mill,2021-12-26,152.0,273.0,Northwest,332268115130.691
Parkins Mill,2022-01-02,535.0,282.0,Northwest,2075834255631.5505
Parkins Mill,2022-01-09,506.0,417.0,Northwest,3501076479387.677
Parkins Mill,2022-01-16,427.0,402.0,Northwest,1736521162705.441
Parkins Mill,2022-01-23,354.0,417.0,Northwest,1809965646352.7651
Parkins Mill,2022-01-30,135.0,218.9999998,Northwest,568208129896.6603
Parkins Mill,2022-02-06,105.0,189.0,Northwest,327229921322.1
Parkins Mill,2022-02-13,52.0,158.9999995,Northwest,204075334471.58
Parkins Mill,2022-02-20,53.0,86.0,Northwest,276319918292.88
Parkins Mill,2022-02-27,21.0,6.000000099999999,Northwest,30846568717.8052
Parkins Mill,2022-03-06,15.0,2.999999699999999,Northwest,83166315401.89743
Parkins Mill,2022-04-10,9.0,15.999998999999999,Northwest,43475838985.77214
Parkins Mill,2022-05-01,14.0,11.0,Northwest,55192509784.5931
Parkins Mill,2022-05-15,35.0,11.9999992,Northwest,223689404492.12872
Parkins Mill,2022-05-22,41.0,12.999999599999999,Northwest,141508647969.3814
Parkins Mill,2022-05-29,39.0,16.999999799999998,Northwest,85708198828.99088
Parkins Mill,2022-06-05,47.0,23.000000099999998,Northwest,84996795510.11661
Parkins Mill,2022-06-19,38.0,17.999999499999998,Northwest,212940328806.22058
Parkins Mill,2022-06-26,29.0,19.999999600000002,Northwest,282626136563.7706
Parkins Mill,2022-07-03,34.0,23.000000099999998,Northwest,181646008428.77103
Parkins Mill,2022-07-10,47.0,16.999999799999998,Northwest,187729233580.54895
Parkins Mill,2022-07-17,42.0,24.9999995,Northwest,401716086885.63306
Parkins Mill,2022-07-31,66.0,33.0000013,Northwest,269254128000.66165
Parkins Mill,2022-08-28,64.0,33.0000013,Northwest,103064177694.76093
Parkins Mill,2022-09-04,32.0,33.0000006,Northwest,169307320091.1546
Parkins Mill,2022-09-11,48.0,34.0000003,Northwest,224802329796.5463
Parkins Mill,2022-09-18,36.0,28.0,Northwest,161834825961.69305
Parkins Mill,2022-09-25,25.0,25.0000002,Northwest,57278349370.94989
Parkins Mill,2022-10-02,11.0,21.0,Northwest,65256667966.57274
Parkins Mill,2022-10-09,14.0,14.999999699999998,Northwest,40252610443.99646
Parkins Mill,2022-10-16,16.0,16.999999799999998,Northwest,14764793147.347992
Parkins Mill,2022-10-23,26.0,18.9999992,Northwest,109445301693.9542
Parkins Mill,2022-10-30,31.0,15.999999399999998,Northwest,27747581270.69619
Parkins Mill,2022-11-20,17.0,20.9999993,Northwest,107692724177.22623
Parkins Mill,2022-11-27,25.0,21.9999997,Northwest,46316556730.167076
Parkins Mill,2022-12-11,41.0,21.9999997,Northwest,157371856087.59082
Parkins Mill,2022-12-18,40.0,32.0000002,Northwest,123805265066.79597
Parkins Mill,2022-12-25,32.0,27.999999300000002,Northwest,332110712787.84326
Parkins Mill,2023-01-08,33.0,66.0000012,Northwest,63736251647.01809
Pepper's Ferry,2021-09-12,55.0,168.0,Near Southwest,233276000942.5
Pepper's Ferry,2021-09-19,108.0,147.0,Near Southwest,119240471070.0
Pepper's Ferry,2021-09-26,62.0,198.0,Near Southwest,173892353643.75
Pepper's Ferry,2021-10-03,57.0,108.0,Near Southwest,78736565024.0
Pepper's Ferry,2021-10-10,52.0,113.99999999999997,Near Southwest,331223530750.0
Pepper's Ferry,2021-10-17,69.0,102.0,Near Southwest,112581666770.1554
Pepper's Ferry,2021-10-24,27.0,114.0,Near Southwest,160880000650.0
Pepper's Ferry,2021-10-31,25.0,66.0,Near Southwest,87424085059.09999
Pepper's Ferry,2021-11-07,41.0,33.5000001,Near Southwest,163245883012.5
Pepper's Ferry,2021-11-14,20.0,51.0,Near Southwest,268221029789.56998
Pepper's Ferry,2021-11-21,27.0,28.4000003,Near Southwest,856260144636.0
Pepper's Ferry,2021-11-28,18.0,63.0,Near Southwest,477529696047.0
Pepper's Ferry,2021-12-05,32.0,75.0,Near Southwest,457088472435.0
Pepper's Ferry,2021-12-12,94.0,90.0,Near Southwest,304725648290.0
Pepper's Ferry,2021-12-19,54.0,101.00000009999997,Near Southwest,1395839174957.226
Pepper's Ferry,2021-12-26,60.0,116.0000001,Near Southwest,110759255976.90997
Pepper's Ferry,2022-01-02,246.0,152.0000001,Near Southwest,1334092442100.1519
Pepper's Ferry,2022-01-09,184.0,191.0000001,Near Southwest,2934780164139.682
Pepper's Ferry,2022-01-16,292.0,170.0000001,Near Southwest,2111537516672.3757
Pepper's Ferry,2022-01-23,224.0,200.0000001,Near Southwest,1247166445923.6057
Pepper's Ferry,2022-01-30,205.0,191.0000001,Near Southwest,2432571105022.6177
Pepper's Ferry,2022-02-06,180.0,161.00000029999998,Near Southwest,1762571566907.162
Pepper's Ferry,2022-02-13,128.0,178.9999999,Near Southwest,999348709920.0
Pepper's Ferry,2022-02-20,77.0,86.0000001,Near Southwest,611018457056.9199
Pepper's Ferry,2022-02-27,39.0,71.9999998,Near Southwest,131588997219.65617
Pepper's Ferry,2022-03-06,20.0,21.0,Near Southwest,124471910149.95999
Pepper's Ferry,2022-03-13,10.0,14.999999899999999,Near Southwest,67343804245.73477
Pepper's Ferry,2022-03-20,5.0,9.9999992,Near Southwest,72666016553.82623
Pepper's Ferry,2022-03-27,7.0,21.9999995,Near Southwest,168619722091.3412
Pepper's Ferry,2022-04-03,3.0,13.999999299999999,Near Southwest,98592350099.04643
Pepper's Ferry,2022-04-10,2.0,17.9999994,Near Southwest,12198578039.685652
Pepper's Ferry,2022-04-17,5.0,11.999999999999998,Near Southwest,74238272384.2727
Pepper's Ferry,2022-04-24,7.0,7.999999999999998,Near Southwest,182981425334.07236
Pepper's Ferry,2022-05-01,24.0,3.999999999999999,Near Southwest,112780188148.46335
Pepper's Ferry,2022-05-08,46.0,15.999999399999998,Near Southwest,234482411676.78598
Pepper's Ferry,2022-05-15,41.0,10.9999995,Near Southwest,457245729582.7007
Pepper's Ferry,2022-05-22,49.0,12.999999599999999,Near Southwest,530306209916.70233
Pepper's Ferry,2022-05-29,47.0,9.9999991,Near Southwest,527095045103.7284
Pepper's Ferry,2022-06-05,45.0,12.999999599999999,Near Southwest,500822697477.5808
Pepper's Ferry,2022-06-19,28.0,18.000000200000002,Near Southwest,278884004816.1808
Pepper's Ferry,2022-06-26,24.0,14.999998999999999,Near Southwest,69205579536.0804
Pepper's Ferry,2022-07-03,42.0,12.999999599999999,Near Southwest,290931308716.14935
Pepper's Ferry,2022-07-10,55.0,18.999999900000002,Near Southwest,384674699634.19293
Pepper's Ferry,2022-07-17,59.0,32.000000199999995,Near Southwest,618454186368.1388
Pepper's Ferry,2022-07-24,53.0,18.999999900000002,Near Southwest,287460468440.4791
Pepper's Ferry,2022-07-31,49.0,18.999999900000002,Near Southwest,312869396761.96173
Pepper's Ferry,2022-08-07,41.0,19.999999600000002,Near Southwest,253709845840.58786
Pepper's Ferry,2022-08-14,51.0,31.9999995,Near Southwest,165128088832.66934
Pepper's Ferry,2022-08-21,70.0,39.0000002,Near Southwest,1022227049773.3761
Pepper's Ferry,2022-08-28,76.0,23.0000001,Near Southwest,1246822707821.5105
Pepper's Ferry,2022-09-04,69.0,22.000000399999998,Near Southwest,649304104229.0165
Pepper's Ferry,2022-09-11,44.0,21.000000699999998,Near Southwest,300805422287.0553
Pepper's Ferry,2022-09-25,22.0,22.0000004,Near Southwest,230419213131.42834
Pepper's Ferry,2022-10-23,14.0,12.999999599999999,Near Southwest,141700965814.8643
Pepper's Ferry,2022-10-30,20.0,16.999999799999998,Near Southwest,152257812090.45807
Pepper's Ferry,2022-11-06,14.0,10.9999995,Near Southwest,260310075151.7252
Pepper's Ferry,2022-11-20,5.0,1.9999994,Near Southwest,95074556332.73943
Pepper's Ferry,2022-11-27,13.0,13.9999986,Near Southwest,295999358256.7198
Pepper's Ferry,2022-12-11,27.0,14.999998999999999,Near Southwest,841998575944.7322
Pepper's Ferry,2022-12-18,35.0,21.000000699999998,Near Southwest,1358179854447.4248
Pepper's Ferry,2022-12-25,33.0,26.999998900000005,Near Southwest,1257495573655.9263
Pepper's Ferry,2023-01-01,50.0,27.999999300000002,Near Southwest,740773796551.7559
Pepper's Ferry,2023-01-08,33.0,59.999998799999986,Near Southwest,269819027745.01462
Pound,2021-09-12,65.0,38.999999999999986,Far Southwest,37731468944.163284
Pound,2021-09-19,36.0,30.0,Far Southwest,411652174839.66
Pound,2021-09-26,41.0,33.0,Far Southwest,53742360928.28704
Pound,2021-10-03,63.0,38.999999999999986,Far Southwest,132630182300.56874
Pound,2021-10-17,45.0,27.0,Far Southwest,12856564371.9441
Pound,2021-10-24,20.0,15.0,Far Southwest,246398812251.9904
Pound,2021-10-31,16.0,30.0,Far Southwest,132611756808.7296
Pound,2021-11-07,21.0,9.0000001,Far Southwest,47638271627.76599
Pound,2021-11-14,22.0,42.0,Far Southwest,5945670574.610399
Pound,2021-11-21,20.0,14.600000099999999,Far Southwest,105258390213.5085
Pound,2021-11-28,4.0,57.0,Far Southwest,87295608183.28679
Pound,2021-12-05,24.0,27.0,Far Southwest,8032833067.748999
Pound,2021-12-12,27.0,24.0,Far Southwest,95812103314.1664
Pound,2021-12-19,19.0,45.0,Far Southwest,337861027724.01733
Pound,2021-12-26,20.0,24.0,Far Southwest,41651364291.388985
Pound,2022-01-02,81.0,38.999999999999986,Far Southwest,175271834676.62195
Pound,2022-01-09,54.0,69.0,Far Southwest,5161272687.205919
Pound,2022-01-16,114.0,54.0,Far Southwest,46773624524.79023
Pound,2022-01-23,103.0,72.0,Far Southwest,87487237840.9081
Pound,2022-01-30,115.0,81.0000003,Far Southwest,806076361992.6412
Pound,2022-02-06,89.0,86.9999997,Far Southwest,28632571494.552273
Pound,2022-02-13,55.0,56.999999900000006,Far Southwest,13036106452.6695
Pound,2022-02-20,43.0,48.0,Far Southwest,3916576298.177
Pound,2022-02-27,18.0,29.999999799999998,Far Southwest,88807837904.4545
Pound,2022-03-06,12.0,14.999999899999999,Far Southwest,127327227328.55508
Pound,2022-03-13,5.0,8.9999998,Far Southwest,47090093040.9159
Pound,2022-03-20,3.0,11.999999599999999,Far Southwest,59937560457.008675
Pound,2022-03-27,0.0,11.999999599999999,Far Southwest,10563269273.344904
Pound,2022-04-03,0.0,5.999999099999998,Far Southwest,592258153.1166525
Pound,2022-04-10,1.0,1.9999996999999996,Far Southwest,0.0
Pound,2022-04-17,3.0,5.999999999999999,Far Southwest,1638347038.14879
Pound,2022-04-24,2.0,3.9999999999999982,Far Southwest,3431238584.6678653
Pound,2022-05-01,1.0,0.9999999999999996,Far Southwest,3053957925.1317816
Pound,2022-05-08,2.0,2.9999991,Far Southwest,0.0
Pound,2022-05-15,5.0,4.9999999,Far Southwest,1523724684.804797
Pound,2022-05-22,13.0,4.9999999,Far Southwest,0.0
Pound,2022-05-29,8.0,3.9999995,Far Southwest,209522866811.33072
Pound,2022-06-05,11.0,4.9999999,Far Southwest,101122092716.89081
Pound,2022-06-19,7.0,8.0000004,Far Southwest,262661669572.09683
Pound,2022-06-26,23.0,3.9999995,Far Southwest,7703706655.12512
Pound,2022-07-03,12.0,5.9999996,Far Southwest,305621650337.2907
Pound,2022-07-10,22.0,7.0,Far Southwest,62298862760.83886
Pound,2022-07-17,22.0,7.9999997,Far Southwest,9128011700.809122
Pound,2022-07-24,35.0,12.9999996,Far Southwest,150128804519.87982
Pound,2022-08-07,27.0,16.9999998,Far Southwest,64658570690.86686
Pound,2022-08-14,37.0,16.0000001,Far Southwest,63944018191.40482
Pound,2022-08-21,53.0,16.0000001,Far Southwest,35934169906.43393
Pound,2022-08-28,44.0,16.9999998,Far Southwest,2928123611970.5757
Pound,2022-09-04,30.0,11.000000199999999,Far Southwest,1462767740918.2712
Pound,2022-09-11,15.0,12.9999996,Far Southwest,51506010511.57156
Pound,2022-09-18,18.0,9.0000001,Far Southwest,0.0
Pound,2022-09-25,8.0,9.9999998,Far Southwest,1675951769.2353115
Pound,2022-10-09,30.0,7.0,Far Southwest,665638229.875246
Pound,2022-10-16,11.0,7.0,Far Southwest,19932026006.0947
Pound,2022-10-23,15.0,14.0,Far Southwest,2438221581.6158
Pound,2022-10-30,9.0,7.0,Far Southwest,8595466189.860783
Pound,2022-11-06,16.0,14.0,Far Southwest,0.0
Pound,2022-11-13,4.0,14.0,Far Southwest,26757269042.781635
Pound,2022-11-20,3.0,9.0000001,Far Southwest,918521011.5059042
Pound,2022-11-27,8.0,8.0000004,Far Southwest,450691215.4839767
Pound,2022-12-04,6.0,7.0,Far Southwest,1431972512.6994503
Pound,2022-12-18,10.0,9.9999998,Far Southwest,195965711723.40308
Pound,2022-12-25,9.0,15.9999994,Far Southwest,249103292127.38782
Pound,2023-01-01,27.0,7.9999997,Far Southwest,14746856039.873169
Pound,2023-01-08,11.0,15.999999399999998,Far Southwest,37351937199.608696
Richmond,2021-09-12,234.71053432200006,552.79094256,Central,2664929893120.0
Richmond,2021-09-19,184.898966496,601.6702033260001,Central,637605296693.75
Richmond,2021-09-26,214.07530860900005,477.70618021200005,Central,2093332714340.0
Richmond,2021-10-03,153.62940693000002,449.09920864800006,Central,449659601816.75
Richmond,2021-10-10,111.33441606300002,407.0389721760001,Central,3096315419568.8
Richmond,2021-10-17,111.404279169,413.33659946100005,Central,110013529856.25
Richmond,2021-10-24,100.47751104000002,343.7767758240001,Central,459268869620.27997
Richmond,2021-10-31,75.923319561,242.888793921,Central,399739483968.0
Richmond,2021-11-07,89.41900555500001,81.9870520672134,Central,2349131915373.5
Richmond,2021-11-14,67.166981679,174.00135787200003,Central,4332420816563.01
Richmond,2021-11-21,101.380299156,79.08592520029319,Central,4423892453167.875
Richmond,2021-11-28,56.391563568,263.76696282600005,Central,3347080022934.9
Richmond,2021-12-05,127.15707529800002,111.88141733700003,Central,12409526167785.0
Richmond,2021-12-12,289.504752891,81.730147059,Central,1863709635765.1997
Richmond,2021-12-19,355.428179199,530.358409161,Central,19256145944341.367
Richmond,2021-12-26,765.28971738,578.748148515,Central,37370881595694.65
Richmond,2022-01-02,1944.14595504,1137.0272408640003,Central,21351285066863.973
Richmond,2022-01-09,1359.9756051630002,928.7710227270001,Central,32747037067836.56
Richmond,2022-01-16,835.676513652,1231.233288381,Central,20407152634732.93
Richmond,2022-01-23,807.551354334,928.0727511839998,Central,10331756038354.936
Richmond,2022-01-30,466.570621392,910.392468325427,Central,10056600399163.23
Richmond,2022-02-06,240.40763429999998,794.4769650180202,Central,1288521047558.925
Richmond,2022-02-13,128.67465087000002,867.3766778320469,Central,2182819848819.2
Richmond,2022-02-20,122.575628265,314.95030866,Central,1853473882312.0798
Richmond,2022-02-27,73.16398585200001,37.10738492711376,Central,734562515461.9546
Richmond,2022-03-06,58.744700532,27.845187394839535,Central,349970782590.44995
Richmond,2022-03-13,53.779865178,18.845188256333405,Central,239906659759.40732
Richmond,2022-03-20,26.992730034000004,66.99118603568051,Central,489780674974.1444
Richmond,2022-03-27,24.021530103000003,48.64158938611979,Central,1033948130671.556
Richmond,2022-04-03,30.019532883000004,36.427727685514014,Central,0.0
Richmond,2022-04-10,50.90333399100001,36.427727685514014,Central,834878156293.1403
Richmond,2022-04-17,49.321247787000004,42.77732205,Central,1770032777244.6016
Richmond,2022-04-24,55.92477087000001,66.816387852,Central,3882076698734.0825
Richmond,2022-05-01,110.38756908600001,24.408193935000003,Central,2461639948313.7104
Richmond,2022-05-08,159.98954759400002,57.777321760193075,Central,1606213813171.9038
Richmond,2022-05-15,179.34786402300003,70.01071865452025,Central,5829707805028.334
Richmond,2022-05-22,219.62441382900005,73.09811659147977,Central,734966466216.5278
Richmond,2022-05-29,237.246018525,73.09811659147977,Central,3197971517297.166
Richmond,2022-06-05,267.50821491000005,73.09811659147977,Central,3037293279095.04
Richmond,2022-06-12,173.89442615400003,79.18551566426014,Central,8753363795166.027
Richmond,2022-06-19,163.407647871,70.01071865452025,Central,4913853252229.806
Richmond,2022-06-26,191.401829193,79.18551566426014,Central,2109145893509.772
Richmond,2022-07-03,197.36775639600006,82.18551686126011,Central,5912033642121.556
Richmond,2022-07-10,210.62341523100005,94.39937880962634,Central,10234897192975.365
Richmond,2022-07-17,187.64439945600003,79.09811688547977,Central,1341896992740.2258
Richmond,2022-07-24,224.48922796500005,94.31198001717296,Central,5781789215595.332
Richmond,2022-07-31,208.95756521100003,100.39937908995333,Central,4644865025463.959
Richmond,2022-08-07,226.51557813300002,100.39937908995333,Central,3857400209737.912
Richmond,2022-08-14,173.84609317500002,106.54537689782705,Central,5071066527008.05
Richmond,2022-08-21,142.845640524,106.54537689782705,Central,1877074023537.3132
Richmond,2022-08-28,88.57517561700001,112.61324311097343,Central,110913087540.82564
Richmond,2022-09-04,93.91505099700001,85.22458178621342,Central,3319548249882.4873
Richmond,2022-09-11,115.99163809500001,91.31198087266682,Central,3235927462674.0474
Richmond,2022-09-18,76.747976025,73.09811659147977,Central,3119770446087.094
Richmond,2022-09-25,66.46779123900001,60.92332042356072,Central,747057639253.615
Richmond,2022-10-02,71.46733855200002,57.79685466733321,Central,1255268287048.104
Richmond,2022-10-16,57.873987993000014,48.689923529233546,Central,313519916937.29596
Richmond,2022-10-23,55.505312544000006,60.92332042356072,Central,1700558388047.2
Richmond,2022-10-30,72.54392567100001,57.777321760193075,Central,969989056154.32
Richmond,2022-11-13,36.48732418200001,57.884253459786606,Central,1695175343225.4507
Richmond,2022-11-20,71.797400859,63.94285248888001,Central,0.0
Richmond,2022-11-27,92.93313262200002,73.01071779902637,Central,13392640174006.465
Richmond,2022-12-04,82.69964304000001,73.09811659147977,Central,6570293044522.285
Richmond,2022-12-11,80.94239978700001,79.1176497926199,Central,7597491785990.1
Richmond,2022-12-18,113.43889788300004,88.29244681603284,Central,8725394262900.081
Richmond,2022-12-25,125.81829176400002,100.39937908995333,Central,4782887089630.077
Richmond,2023-01-08,156.76641700800002,243.57608024142667,Central,8124064425341.129
Rutledge Creek,2021-09-12,96.0,246.0,Near Southwest,819264558.227704
Rutledge Creek,2021-09-19,160.0,267.0,Near Southwest,4595567501.86149
Rutledge Creek,2021-09-26,118.0,252.0,Near Southwest,909057932.519906
Rutledge Creek,2021-10-03,101.0,177.0,Near Southwest,3122025557.837382
Rutledge Creek,2021-10-10,62.0,147.0,Near Southwest,0.0
Rutledge Creek,2021-10-17,79.0,153.00000000000003,Near Southwest,4316505052.733999
Rutledge Creek,2021-10-24,42.0,108.0,Near Southwest,604212286.67648
Rutledge Creek,2021-10-31,14.0,96.0,Near Southwest,898550765.04216
Rutledge Creek,2021-11-07,30.0,21.9999997,Near Southwest,908356874.2582499
Rutledge Creek,2021-11-14,19.0,57.0,Near Southwest,191525558.797346
Rutledge Creek,2021-11-21,29.0,25.999999900000002,Near Southwest,690459108.6719999
Rutledge Creek,2021-11-28,24.0,126.0,Near Southwest,2259455510.3052998
Rutledge Creek,2021-12-05,104.0,156.0,Near Southwest,33853883901.484997
Rutledge Creek,2021-12-12,125.0,140.99999999999997,Near Southwest,2726045366.3080997
Rutledge Creek,2021-12-19,66.0,171.0,Near Southwest,580693523.2873399
Rutledge Creek,2021-12-26,47.0,189.0,Near Southwest,142539903915.195
Rutledge Creek,2022-01-02,583.0,279.0,Near Southwest,117653702434.08556
Rutledge Creek,2022-01-09,327.0,381.0,Near Southwest,57273621221.29314
Rutledge Creek,2022-01-16,476.0,309.0,Near Southwest,1667669216.337848
Rutledge Creek,2022-01-23,316.0,408.0,Near Southwest,49566050493.53123
Rutledge Creek,2022-01-30,217.0,300.00000009999997,Near Southwest,9165843304.872557
Rutledge Creek,2022-02-06,230.0,221.9999995,Near Southwest,14445699164.246996
Rutledge Creek,2022-02-13,112.0,147.0,Near Southwest,118845274080.168
Rutledge Creek,2022-02-20,77.0,55.999999999999986,Near Southwest,1291013173.4042878
Rutledge Creek,2022-02-27,21.0,14.999999899999999,Near Southwest,0.0
Rutledge Creek,2022-03-06,54.0,8.999999099999998,Near Southwest,956478921.5114999
Rutledge Creek,2022-03-13,14.0,5.999999399999998,Near Southwest,3969052092.3104286
Rutledge Creek,2022-03-20,9.0,31.9999994,Near Southwest,0.0
Rutledge Creek,2022-03-27,7.0,19.9999991,Near Southwest,2634089870.7986913
Rutledge Creek,2022-04-03,4.0,11.999999599999999,Near Southwest,198894454.2977066
Rutledge Creek,2022-04-10,6.0,11.999999599999999,Near Southwest,931612329.135738
Rutledge Creek,2022-04-24,13.0,19.999999999999996,Near Southwest,12126457011.70485
Rutledge Creek,2022-05-01,15.0,7.0,Near Southwest,6870882552.2209835
Rutledge Creek,2022-05-08,24.0,15.9999994,Near Southwest,28334993899.89303
Rutledge Creek,2022-05-15,37.0,14.9999997,Near Southwest,2389684753.5827284
Rutledge Creek,2022-05-22,51.0,29.000000399999998,Near Southwest,63291638283.009964
Rutledge Creek,2022-05-29,39.0,24.999999499999998,Near Southwest,0.0
Rutledge Creek,2022-06-05,57.0,32.999999900000006,Near Southwest,18229221418.102894
Rutledge Creek,2022-06-19,71.0,37.9999998,Near Southwest,14080668120.889818
Rutledge Creek,2022-06-26,61.0,28.0,Near Southwest,11569501654.273418
Rutledge Creek,2022-07-03,45.0,30.000000800000002,Near Southwest,4622304682.912574
Rutledge Creek,2022-07-10,52.0,34.000000299999996,Near Southwest,10228167487.912882
Rutledge Creek,2022-07-17,117.0,37.9999998,Near Southwest,11777968217.826271
Rutledge Creek,2022-07-24,68.0,41.000000299999996,Near Southwest,13640347572.827509
Town of Purcelville,2021-09-12,75.0,27.0,Northern,46365616187.329994
Town of Purcelville,2021-09-19,87.0,42.0,Northern,79524167262.47624
Town of Purcelville,2021-09-26,78.0,38.999999999999986,Northern,105275850425.34377
Town of Purcelville,2021-10-03,64.0,21.0,Northern,16889561009.414999
Town of Purcelville,2021-10-10,36.0,27.0,Northern,15684126911.368238
